,PseudoTicket,Action,Type,Symbol,Lots,Date,Price
836,0,OPEN,SELL,EURUSD,1.0,2011-05-24 05:24:00,1.4073599999999999
836,0,CLOSE,SELL,EURUSD,1.0,2011-05-25 06:30:32,1.4044399999999999
831,1,OPEN,SELL,EURUSD,1.0,2011-06-09 12:48:24,1.4544600000000001
831,1,CLOSE,SELL,EURUSD,1.0,2011-06-09 13:19:05,1.45
830,2,OPEN,SELL,EURUSD,1.0,2011-06-10 01:05:56,1.4533700000000001
830,2,CLOSE,SELL,EURUSD,1.0,2011-06-10 05:04:16,1.44906
826,3,OPEN,SELL,EURUSD,1.0,2011-06-14 05:50:57,1.44354
826,3,CLOSE,SELL,EURUSD,1.0,2011-06-15 01:46:22,1.4414800000000001
825,4,OPEN,SELL,EURUSD,1.0,2011-06-16 22:24:17,1.42035
825,4,CLOSE,SELL,EURUSD,1.0,2011-06-17 04:30:05,1.4148700000000001
823,5,OPEN,BUY,EURUSD,1.0,2011-06-20 05:41:36,1.42279
823,5,CLOSE,BUY,EURUSD,1.0,2011-06-20 10:52:15,1.4233100000000001
817,6,OPEN,BUY,EURUSD,1.0,2011-06-23 09:36:16,1.42506
816,7,OPEN,BUY,EURUSD,1.0,2011-06-23 12:17:42,1.421
818,8,OPEN,BUY,EURUSD,1.0,2011-06-23 14:26:22,1.4149499999999999
816,7,CLOSE,BUY,EURUSD,1.0,2011-06-23 16:57:54,1.4181999999999999
817,6,CLOSE,BUY,EURUSD,1.0,2011-06-23 16:57:54,1.4181999999999999
818,8,CLOSE,BUY,EURUSD,1.0,2011-06-23 16:57:54,1.4181999999999999
814,9,OPEN,SELL,EURUSD,1.0,2011-06-23 19:02:08,1.4225000000000001
814,9,CLOSE,SELL,EURUSD,1.0,2011-06-24 08:18:48,1.42449
813,10,OPEN,SELL,EURUSD,1.0,2011-06-24 10:19:42,1.4223300000000001
813,10,CLOSE,SELL,EURUSD,1.0,2011-06-24 10:59:16,1.4202999999999999
811,11,OPEN,SELL,EURUSD,1.0,2011-06-27 22:38:34,1.4297899999999999
811,11,CLOSE,SELL,EURUSD,1.0,2011-06-28 03:42:03,1.4297899999999999
804,12,OPEN,BUY,EURUSD,1.0,2011-07-06 10:50:36,1.43404
804,12,CLOSE,BUY,EURUSD,1.0,2011-07-06 23:46:26,1.43262
803,13,OPEN,SELL,EURUSD,1.0,2011-07-07 06:50:26,1.4333400000000001
803,13,CLOSE,SELL,EURUSD,1.0,2011-07-07 08:10:29,1.43022
797,14,OPEN,SELL,EURUSD,1.0,2011-07-12 18:11:30,1.4036999999999999
797,14,CLOSE,SELL,EURUSD,1.0,2011-07-12 19:26:40,1.3987000000000001
792,15,OPEN,SELL,EURUSD,1.0,2011-07-13 09:35:48,1.4093800000000001
795,16,OPEN,SELL,EURUSD,1.0,2011-07-13 10:03:16,1.41012
795,16,CLOSE,SELL,EURUSD,1.0,2011-07-13 11:29:13,1.40689
789,17,OPEN,SELL,EURUSD,1.0,2011-07-13 22:10:39,1.4221999999999999
790,18,OPEN,SELL,EURUSD,1.0,2011-07-13 23:43:09,1.42465
791,19,OPEN,SELL,EURUSD,1.0,2011-07-13 23:53:59,1.4272
792,15,CLOSE,SELL,EURUSD,1.0,2011-07-14 03:23:03,1.42222
791,19,CLOSE,SELL,EURUSD,1.0,2011-07-14 04:01:49,1.42134
790,18,CLOSE,SELL,EURUSD,1.0,2011-07-14 05:58:14,1.41961
789,17,CLOSE,SELL,EURUSD,1.0,2011-07-14 06:00:49,1.41805
788,20,OPEN,BUY,EURUSD,1.0,2011-07-14 06:06:40,1.41784
788,20,CLOSE,BUY,EURUSD,1.0,2011-07-14 07:03:06,1.4184699999999999
780,21,OPEN,BUY,EURUSD,1.0,2011-07-19 07:20:59,1.41482
779,22,OPEN,BUY,EURUSD,1.0,2011-07-19 11:19:28,1.41682
780,21,CLOSE,BUY,EURUSD,1.0,2011-07-19 18:18:10,1.4119999999999999
779,22,CLOSE,BUY,EURUSD,1.0,2011-07-19 18:18:10,1.4119999999999999
777,23,OPEN,BUY,EURUSD,1.0,2011-07-20 06:35:58,1.41849
777,23,CLOSE,BUY,EURUSD,1.0,2011-07-20 07:16:27,1.4164000000000001
774,24,OPEN,BUY,EURUSD,1.0,2011-07-21 09:06:48,1.4195
774,24,CLOSE,BUY,EURUSD,1.0,2011-07-21 11:35:33,1.41811
773,25,OPEN,SELL,EURUSD,1.0,2011-07-21 11:39:01,1.4176299999999999
773,25,CLOSE,SELL,EURUSD,1.0,2011-07-21 12:12:40,1.42214
772,26,OPEN,BUY,EURUSD,1.0,2011-07-21 13:24:41,1.4331499999999999
772,26,CLOSE,BUY,EURUSD,1.0,2011-07-21 21:11:47,1.4430499999999999
771,27,OPEN,BUY,EURUSD,1.0,2011-07-22 02:26:05,1.4388799999999999
771,27,CLOSE,BUY,EURUSD,1.0,2011-07-22 07:33:02,1.44238
768,28,OPEN,BUY,EURUSD,1.0,2011-07-22 11:56:02,1.4383999999999999
769,29,OPEN,BUY,EURUSD,1.0,2011-07-22 13:46:17,1.4339999999999999
769,29,CLOSE,BUY,EURUSD,1.0,2011-07-24 21:01:28,1.4386000000000001
768,28,CLOSE,BUY,EURUSD,1.0,2011-07-24 21:05:26,1.4387000000000001
766,30,OPEN,BUY,EURUSD,1.0,2011-07-25 07:07:10,1.4350799999999999
766,30,CLOSE,BUY,EURUSD,1.0,2011-07-26 06:50:21,1.45126
765,31,OPEN,BUY,EURUSD,1.0,2011-07-26 09:07:28,1.4475100000000001
764,32,OPEN,BUY,EURUSD,1.0,2011-07-26 12:07:54,1.44781
765,31,CLOSE,BUY,EURUSD,1.0,2011-07-26 12:08:02,1.4476500000000001
764,32,CLOSE,BUY,EURUSD,1.0,2011-07-26 12:08:46,1.4478800000000001
763,33,OPEN,BUY,EURUSD,1.0,2011-07-26 12:09:21,1.4479
763,33,CLOSE,BUY,EURUSD,1.0,2011-07-26 12:09:49,1.4475899999999999
762,34,OPEN,SELL,EURUSD,1.0,2011-07-26 12:09:54,1.44753
762,34,CLOSE,SELL,EURUSD,1.0,2011-07-26 12:10:12,1.44773
761,35,OPEN,BUY,EURUSD,1.0,2011-07-26 12:10:19,1.44774
761,35,CLOSE,BUY,EURUSD,1.0,2011-07-26 12:10:29,1.4477599999999999
760,36,OPEN,BUY,EURUSD,1.0,2011-07-26 13:01:13,1.4468099999999999
760,36,CLOSE,BUY,EURUSD,1.0,2011-07-26 18:44:45,1.45133
759,37,OPEN,BUY,EURUSD,1.0,2011-07-27 11:32:30,1.4460200000000001
759,37,CLOSE,BUY,EURUSD,1.0,2011-07-27 15:10:41,1.4359999999999999
758,38,OPEN,BUY,EURUSD,1.0,2011-07-27 16:09:51,1.4339999999999999
758,38,CLOSE,BUY,EURUSD,1.0,2011-07-28 04:34:21,1.43607
756,39,OPEN,SELL,EURUSD,1.0,2011-07-28 09:53:06,1.4323399999999999
756,39,CLOSE,SELL,EURUSD,1.0,2011-07-29 02:31:19,1.429
749,40,OPEN,SELL,EURUSD,1.0,2011-08-01 09:33:28,1.4430000000000001
749,40,CLOSE,SELL,EURUSD,1.0,2011-08-01 14:05:37,1.42876
747,41,OPEN,SELL,EURUSD,1.0,2011-08-02 00:31:44,1.4268400000000001
747,41,CLOSE,SELL,EURUSD,1.0,2011-08-02 06:29:43,1.4241900000000001
746,42,OPEN,SELL,EURUSD,1.0,2011-08-02 09:26:21,1.41713
746,42,CLOSE,SELL,EURUSD,1.0,2011-08-02 12:32:15,1.4168799999999999
734,43,OPEN,BUY,EURUSD,1.0,2011-08-04 23:41:13,1.4073
734,43,CLOSE,BUY,EURUSD,1.0,2011-08-05 02:01:11,1.4105799999999999
732,44,OPEN,SELL,EURUSD,1.0,2011-08-05 07:27:46,1.4155
732,44,CLOSE,SELL,EURUSD,1.0,2011-08-05 07:41:04,1.41435
730,45,OPEN,SELL,EURUSD,1.0,2011-08-05 09:20:21,1.4162300000000001
730,45,CLOSE,SELL,EURUSD,1.0,2011-08-05 10:03:22,1.4130100000000001
729,46,OPEN,SELL,EURUSD,1.0,2011-08-05 11:15:11,1.41649
729,46,CLOSE,SELL,EURUSD,1.0,2011-08-05 13:20:52,1.4199999999999999
724,47,OPEN,BUY,EURUSD,1.0,2011-08-05 16:39:23,1.42395
724,47,CLOSE,BUY,EURUSD,1.0,2011-08-07 21:16:44,1.4391099999999999
723,48,OPEN,BUY,EURUSD,1.0,2011-08-07 22:58:42,1.4299999999999999
723,48,CLOSE,BUY,EURUSD,1.0,2011-08-08 01:12:04,1.4351
715,49,OPEN,BUY,EURUSD,1.0,2011-08-09 23:47:00,1.43699
715,49,CLOSE,BUY,EURUSD,1.0,2011-08-10 09:40:03,1.4383999999999999
712,50,OPEN,SELL,EURUSD,1.0,2011-08-10 12:51:52,1.4302299999999999
712,50,CLOSE,SELL,EURUSD,1.0,2011-08-10 22:20:12,1.4146000000000001
709,51,OPEN,SELL,EURUSD,1.0,2011-08-11 01:48:26,1.421
709,51,CLOSE,SELL,EURUSD,1.0,2011-08-11 10:03:13,1.4171100000000001
708,52,OPEN,SELL,EURUSD,1.0,2011-08-11 11:42:13,1.41499
708,52,CLOSE,SELL,EURUSD,1.0,2011-08-11 13:00:36,1.4167099999999999
706,53,OPEN,SELL,EURUSD,1.0,2011-08-12 07:11:56,1.4159600000000001
706,53,CLOSE,SELL,EURUSD,1.0,2011-08-12 07:32:55,1.4179200000000001
698,54,OPEN,BUY,EURUSD,1.0,2011-08-15 12:55:01,1.43703
700,55,OPEN,BUY,EURUSD,1.0,2011-08-16 05:41:18,1.4416500000000001
700,55,CLOSE,BUY,EURUSD,1.0,2011-08-16 13:53:55,1.4389000000000001
698,54,CLOSE,BUY,EURUSD,1.0,2011-08-17 07:06:17,1.4350000000000001
697,56,OPEN,SELL,EURUSD,1.0,2011-08-17 07:07:00,1.4336199999999999
697,56,CLOSE,SELL,EURUSD,1.0,2011-08-17 07:27:32,1.4379999999999999
696,57,OPEN,BUY,EURUSD,1.0,2011-08-17 08:06:25,1.44041
696,57,CLOSE,BUY,EURUSD,1.0,2011-08-17 15:16:27,1.4432700000000001
694,58,OPEN,BUY,EURUSD,1.0,2011-08-17 15:36:51,1.44309
693,59,OPEN,BUY,EURUSD,1.0,2011-08-18 00:03:13,1.4414199999999999
694,58,CLOSE,BUY,EURUSD,1.0,2011-08-18 01:16:14,1.4399999999999999
693,59,CLOSE,BUY,EURUSD,1.0,2011-08-18 06:07:35,1.4390000000000001
689,60,OPEN,SELL,EURUSD,1.0,2011-08-18 14:50:48,1.43041
689,60,CLOSE,SELL,EURUSD,1.0,2011-08-19 00:14:43,1.43028
686,61,OPEN,SELL,EURUSD,1.0,2011-08-19 02:02:11,1.4314
687,62,OPEN,SELL,EURUSD,1.0,2011-08-19 08:26:22,1.4290400000000001
687,62,CLOSE,SELL,EURUSD,1.0,2011-08-19 08:27:31,1.4289799999999999
686,61,CLOSE,SELL,EURUSD,1.0,2011-08-19 09:03:48,1.4332400000000001
685,63,OPEN,SELL,EURUSD,1.0,2011-08-19 11:08:12,1.43119
685,63,CLOSE,SELL,EURUSD,1.0,2011-08-19 11:50:54,1.4357200000000001
684,64,OPEN,BUY,EURUSD,1.0,2011-08-19 12:07:17,1.4393499999999999
684,64,CLOSE,BUY,EURUSD,1.0,2011-08-19 13:52:08,1.44157
681,65,OPEN,BUY,EURUSD,1.0,2011-08-22 06:33:47,1.4355
681,65,CLOSE,BUY,EURUSD,1.0,2011-08-22 08:49:22,1.43987
679,66,OPEN,BUY,EURUSD,1.0,2011-08-23 07:30:05,1.44215
678,67,OPEN,BUY,EURUSD,1.0,2011-08-23 09:02:16,1.44455
678,67,CLOSE,BUY,EURUSD,1.0,2011-08-23 13:44:04,1.4394
679,66,CLOSE,BUY,EURUSD,1.0,2011-08-23 13:44:04,1.4394
676,68,OPEN,BUY,EURUSD,1.0,2011-08-24 08:28:39,1.44425
676,68,CLOSE,BUY,EURUSD,1.0,2011-08-24 10:06:57,1.4468099999999999
674,69,OPEN,BUY,EURUSD,1.0,2011-08-24 12:33:06,1.4468399999999999
674,69,CLOSE,BUY,EURUSD,1.0,2011-08-24 14:45:45,1.44347
672,70,OPEN,BUY,EURUSD,1.0,2011-08-25 07:08:39,1.4446000000000001
672,70,CLOSE,BUY,EURUSD,1.0,2011-08-25 09:05:01,1.44329
670,71,OPEN,BUY,EURUSD,1.0,2011-08-25 13:16:46,1.4458599999999999
670,71,CLOSE,BUY,EURUSD,1.0,2011-08-25 13:53:26,1.4418
668,72,OPEN,SELL,EURUSD,1.0,2011-08-25 22:49:05,1.4373
668,72,CLOSE,SELL,EURUSD,1.0,2011-08-26 00:44:27,1.4399999999999999
667,73,OPEN,BUY,EURUSD,1.0,2011-08-26 00:58:01,1.44164
667,73,CLOSE,BUY,EURUSD,1.0,2011-08-26 03:35:22,1.44103
666,74,OPEN,SELL,EURUSD,1.0,2011-08-26 05:40:35,1.4426000000000001
666,74,CLOSE,SELL,EURUSD,1.0,2011-08-26 08:31:22,1.4446699999999999
664,75,OPEN,BUY,EURUSD,1.0,2011-08-26 13:49:23,1.44411
664,75,CLOSE,BUY,EURUSD,1.0,2011-08-26 14:02:34,1.4399599999999999
662,76,OPEN,SELL,EURUSD,1.0,2011-08-26 14:46:57,1.4353
662,76,CLOSE,SELL,EURUSD,1.0,2011-08-26 15:45:37,1.4459200000000001
659,77,OPEN,BUY,EURUSD,1.0,2011-08-26 15:45:46,1.44709
659,77,CLOSE,BUY,EURUSD,1.0,2011-08-30 06:09:04,1.4514899999999999
658,78,OPEN,BUY,EURUSD,1.0,2011-08-30 08:33:18,1.4440599999999999
658,78,CLOSE,BUY,EURUSD,1.0,2011-08-30 09:46:08,1.4410799999999999
656,79,OPEN,SELL,EURUSD,1.0,2011-08-31 15:47:35,1.44093
656,79,CLOSE,SELL,EURUSD,1.0,2011-08-31 19:03:53,1.43777
654,80,OPEN,SELL,EURUSD,1.0,2011-09-01 07:16:58,1.4323600000000001
654,80,CLOSE,SELL,EURUSD,1.0,2011-09-01 22:39:28,1.4262300000000001
649,81,OPEN,BUY,EURUSD,1.0,2011-09-06 04:59:11,1.40595
649,81,CLOSE,BUY,EURUSD,1.0,2011-09-06 08:02:11,1.413
647,82,OPEN,SELL,EURUSD,1.0,2011-09-06 08:02:27,1.4178999999999999
647,82,CLOSE,SELL,EURUSD,1.0,2011-09-06 08:02:46,1.4278999999999999
645,83,OPEN,SELL,EURUSD,1.0,2011-09-06 09:32:54,1.4211
645,83,CLOSE,SELL,EURUSD,1.0,2011-09-06 10:12:05,1.4175
644,84,OPEN,BUY,EURUSD,1.0,2011-09-06 11:49:25,1.4133100000000001
644,84,CLOSE,BUY,EURUSD,1.0,2011-09-06 22:27:34,1.40011
640,85,OPEN,SELL,EURUSD,1.0,2011-09-07 06:04:52,1.40595
641,86,OPEN,SELL,EURUSD,1.0,2011-09-07 06:38:15,1.40716
641,86,CLOSE,SELL,EURUSD,1.0,2011-09-07 08:49:17,1.4088000000000001
640,85,CLOSE,SELL,EURUSD,1.0,2011-09-07 08:49:21,1.4088799999999999
638,87,OPEN,SELL,EURUSD,1.0,2011-09-07 09:08:53,1.41001
638,87,CLOSE,SELL,EURUSD,1.0,2011-09-07 10:43:01,1.4044399999999999
635,88,OPEN,SELL,EURUSD,1.0,2011-09-08 12:35:08,1.40056
635,88,CLOSE,SELL,EURUSD,1.0,2011-09-08 13:20:02,1.3995599999999999
631,89,OPEN,BUY,EURUSD,1.0,2011-09-12 02:19:19,1.35867
631,89,CLOSE,BUY,EURUSD,1.0,2011-09-12 09:49:10,1.3640000000000001
625,90,OPEN,SELL,EURUSD,1.0,2011-09-15 10:00:41,1.38097
625,90,CLOSE,SELL,EURUSD,1.0,2011-09-15 12:37:45,1.3796200000000001
623,91,OPEN,BUY,EURUSD,1.0,2011-09-15 13:06:25,1.385
623,91,CLOSE,BUY,EURUSD,1.0,2011-09-15 13:10:42,1.38595
621,92,OPEN,SELL,EURUSD,1.0,2011-09-15 13:30:17,1.38852
621,92,CLOSE,SELL,EURUSD,1.0,2011-09-15 21:57:16,1.3883799999999999
614,93,OPEN,SELL,EURUSD,1.0,2011-09-22 17:34:59,1.3477600000000001
614,93,CLOSE,SELL,EURUSD,1.0,2011-09-22 19:25:21,1.3440099999999999
608,94,OPEN,SELL,EURUSD,1.0,2011-09-26 08:55:30,1.3456900000000001
608,94,CLOSE,SELL,EURUSD,1.0,2011-09-26 09:41:24,1.34551
601,95,OPEN,SELL,EURUSD,1.0,2011-09-30 07:10:04,1.34938
601,95,CLOSE,SELL,EURUSD,1.0,2011-09-30 12:17:08,1.35036
598,96,OPEN,SELL,EURUSD,1.0,2011-10-03 18:18:53,1.32382
598,96,CLOSE,SELL,EURUSD,1.0,2011-10-03 19:25:48,1.3207500000000001
596,97,OPEN,SELL,EURUSD,1.0,2011-10-04 16:09:28,1.3304499999999999
596,97,CLOSE,SELL,EURUSD,1.0,2011-10-04 16:42:19,1.32918
587,98,OPEN,BUY,EURUSD,1.0,2011-10-07 07:22:54,1.34636
587,98,CLOSE,BUY,EURUSD,1.0,2011-10-07 07:49:07,1.34405
576,99,OPEN,SELL,EURUSD,1.0,2011-10-10 01:37:33,1.3459000000000001
577,100,OPEN,SELL,EURUSD,1.0,2011-10-10 14:08:04,1.3655299999999999
577,100,CLOSE,SELL,EURUSD,1.0,2011-10-10 22:42:15,1.3632899999999999
576,99,CLOSE,SELL,EURUSD,1.0,2011-10-11 01:02:18,1.36277
574,101,OPEN,BUY,EURUSD,1.0,2011-10-11 08:56:08,1.35995
574,101,CLOSE,BUY,EURUSD,1.0,2011-10-11 09:17:24,1.3599000000000001
573,102,OPEN,BUY,EURUSD,1.0,2011-10-11 10:28:46,1.35975
573,102,CLOSE,BUY,EURUSD,1.0,2011-10-11 15:58:40,1.36585
572,103,OPEN,BUY,EURUSD,1.0,2011-10-12 08:15:59,1.3728199999999999
572,103,CLOSE,BUY,EURUSD,1.0,2011-10-12 08:21:18,1.3737999999999999
564,104,OPEN,BUY,EURUSD,1.0,2011-10-13 07:27:46,1.3819300000000001
564,104,CLOSE,BUY,EURUSD,1.0,2011-10-13 08:05:47,1.37923
561,105,OPEN,SELL,EURUSD,1.0,2011-10-13 09:34:00,1.3734500000000001
561,105,CLOSE,SELL,EURUSD,1.0,2011-10-13 10:06:28,1.3721099999999999
555,106,OPEN,SELL,EURUSD,1.0,2011-10-14 05:57:31,1.3785000000000001
555,106,CLOSE,SELL,EURUSD,1.0,2011-10-14 08:32:56,1.3808199999999999
549,107,OPEN,BUY,EURUSD,1.0,2011-10-14 13:15:06,1.38507
549,107,CLOSE,BUY,EURUSD,1.0,2011-10-14 14:31:03,1.38727
537,108,OPEN,SELL,EURUSD,1.0,2011-10-25 12:03:39,1.3913
537,108,CLOSE,SELL,EURUSD,1.0,2011-10-25 12:26:54,1.3915900000000001
531,109,OPEN,BUY,EURUSD,1.0,2011-10-27 03:00:14,1.39581
531,109,CLOSE,BUY,EURUSD,1.0,2011-10-27 04:30:33,1.3968100000000001
522,110,OPEN,BUY,EURUSD,1.0,2011-10-28 07:42:16,1.4167400000000001
522,110,CLOSE,BUY,EURUSD,1.0,2011-10-28 08:41:04,1.41822
521,111,OPEN,BUY,EURUSD,1.0,2011-10-28 10:26:26,1.4150499999999999
521,111,CLOSE,BUY,EURUSD,1.0,2011-10-28 12:32:40,1.41679
520,112,OPEN,BUY,EURUSD,1.0,2011-10-30 23:43:13,1.4146399999999999
520,112,CLOSE,BUY,EURUSD,1.0,2011-10-31 02:19:00,1.4079200000000001
507,113,OPEN,BUY,EURUSD,1.0,2011-11-01 12:40:36,1.3656900000000001
508,114,OPEN,BUY,EURUSD,1.0,2011-11-01 12:42:23,1.3649100000000001
509,115,OPEN,BUY,EURUSD,1.0,2011-11-01 13:14:55,1.36277
509,115,CLOSE,BUY,EURUSD,1.0,2011-11-01 14:27:11,1.3674900000000001
507,113,CLOSE,BUY,EURUSD,1.0,2011-11-01 14:28:52,1.3681000000000001
508,114,CLOSE,BUY,EURUSD,1.0,2011-11-01 14:28:52,1.3681000000000001
502,116,OPEN,BUY,EURUSD,1.0,2011-11-02 13:35:53,1.3827700000000001
502,116,CLOSE,BUY,EURUSD,1.0,2011-11-02 16:16:24,1.377
496,117,OPEN,SELL,EURUSD,1.0,2011-11-04 12:46:23,1.38212
495,118,OPEN,SELL,EURUSD,1.0,2011-11-04 14:10:35,1.37354
496,117,CLOSE,SELL,EURUSD,1.0,2011-11-04 15:28:01,1.3740399999999999
495,118,CLOSE,SELL,EURUSD,1.0,2011-11-04 15:46:51,1.3761699999999999
490,119,OPEN,SELL,EURUSD,1.0,2011-11-08 08:00:55,1.37262
490,119,CLOSE,SELL,EURUSD,1.0,2011-11-08 08:09:08,1.37469
485,120,OPEN,SELL,EURUSD,1.0,2011-11-09 09:06:59,1.37676
484,121,OPEN,SELL,EURUSD,1.0,2011-11-09 09:10:56,1.3759600000000001
483,122,OPEN,SELL,EURUSD,1.0,2011-11-09 09:12:50,1.37571
485,120,CLOSE,SELL,EURUSD,1.0,2011-11-09 09:45:18,1.3720399999999999
484,121,CLOSE,SELL,EURUSD,1.0,2011-11-09 10:40:19,1.3667
483,122,CLOSE,SELL,EURUSD,1.0,2011-11-09 12:02:00,1.3626100000000001
482,123,OPEN,BUY,EURUSD,1.0,2011-11-09 14:46:44,1.3560000000000001
482,123,CLOSE,BUY,EURUSD,1.0,2011-11-09 15:52:31,1.3593
478,124,OPEN,BUY,EURUSD,1.0,2011-11-09 22:03:43,1.35422
479,125,OPEN,BUY,EURUSD,1.0,2011-11-10 00:29:30,1.3520799999999999
479,125,CLOSE,BUY,EURUSD,1.0,2011-11-10 01:48:48,1.35395
478,124,CLOSE,BUY,EURUSD,1.0,2011-11-10 01:51:04,1.3543400000000001
475,126,OPEN,SELL,EURUSD,1.0,2011-11-10 09:49:43,1.361
475,126,CLOSE,SELL,EURUSD,1.0,2011-11-10 10:41:24,1.357
469,127,OPEN,SELL,EURUSD,1.0,2011-11-11 11:38:12,1.3642099999999999
470,128,OPEN,SELL,EURUSD,1.0,2011-11-11 14:12:13,1.3678399999999999
470,128,CLOSE,SELL,EURUSD,1.0,2011-11-11 15:35:37,1.37195
469,127,CLOSE,SELL,EURUSD,1.0,2011-11-11 15:35:41,1.3717299999999999
465,129,OPEN,SELL,EURUSD,1.0,2011-11-14 09:23:58,1.3690800000000001
465,129,CLOSE,SELL,EURUSD,1.0,2011-11-14 09:55:59,1.3696200000000001
464,130,OPEN,BUY,EURUSD,1.0,2011-11-14 10:06:42,1.3684700000000001
464,130,CLOSE,BUY,EURUSD,1.0,2011-11-14 10:59:52,1.3696699999999999
460,131,OPEN,BUY,EURUSD,1.0,2011-11-14 14:17:03,1.36374
461,132,OPEN,BUY,EURUSD,1.0,2011-11-14 15:25:38,1.3623000000000001
461,132,CLOSE,BUY,EURUSD,1.0,2011-11-14 15:51:51,1.3634500000000001
460,131,CLOSE,BUY,EURUSD,1.0,2011-11-14 16:09:51,1.36408
459,133,OPEN,SELL,EURUSD,1.0,2011-11-15 08:49:03,1.3570899999999999
459,133,CLOSE,SELL,EURUSD,1.0,2011-11-15 08:52:40,1.35877
453,134,OPEN,BUY,EURUSD,1.0,2011-11-16 02:04:30,1.3474999999999999
453,134,CLOSE,BUY,EURUSD,1.0,2011-11-16 08:21:45,1.349
452,135,OPEN,SELL,EURUSD,1.0,2011-11-16 08:46:10,1.35318
452,135,CLOSE,SELL,EURUSD,1.0,2011-11-16 08:51:01,1.35303
451,136,OPEN,SELL,EURUSD,1.0,2011-11-16 09:12:18,1.3541000000000001
451,136,CLOSE,SELL,EURUSD,1.0,2011-11-16 09:14:03,1.35364
443,137,OPEN,BUY,EURUSD,1.0,2011-11-18 02:23:13,1.3482799999999999
443,137,CLOSE,BUY,EURUSD,1.0,2011-11-18 02:27:41,1.3482700000000001
442,138,OPEN,SELL,EURUSD,1.0,2011-11-18 05:16:35,1.3469500000000001
442,138,CLOSE,SELL,EURUSD,1.0,2011-11-18 07:27:18,1.3514299999999999
438,139,OPEN,SELL,EURUSD,1.0,2011-11-21 07:50:04,1.34893
