8453328,1318418086,1,0.11,EURUSD,1.3722,1.37281,1.3708,1318418158,1.37281,-0.58,0,-4.89,"MDP_EURUSD_1.2.0[sl]",112226
8453358,1318418086,1,0.11,EURUSD,1.37238,1.37296,1.37086,1318418160,1.37296,-0.58,0,-4.65,"MDP_EURUSD_1.2.0[sl]",112226
8453396,1318418101,1,0.1,EURUSD,1.37215,1.37266,1.37111,1318418155,1.37266,-0.52,0,-3.72,"MDP_EURUSD_1.2.0[sl]",112226
8453897,1318418108,0,0.06,EURUSD,1.37229,0,0,1318422472,1.37973,-0.31,0,32.35,"Forex Growth Bot",33798345
8454714,1318418216,1,0.1,EURUSD,1.37339,1.37313,1.3721,1318418340,1.37274,-0.52,0,4.74,"MDP_EURUSD_1.2.0",112226
8454718,1318418220,1,0.1,EURUSD,1.37338,1.37313,1.3721,1318418341,1.37279,-0.52,0,4.3,"MDP_EURUSD_1.2.0",112226
8456583,1318419022,0,0.06,EURUSD,1.37515,1.3803,0,1318423045,1.3803,-0.31,0,22.39,"Forex Growth Bot[sl]",33799501
8457794,1318419906,0,0.06,EURUSD,1.37606,1.38002,0,1318423387,1.38002,-0.31,0,17.22,"Forex Growth Bot[sl]",33800306
8459030,1318420811,0,0.06,EURUSD,1.37729,1.3799,0,1318423387,1.3799,-0.31,0,11.35,"Forex Growth Bot[sl]",33800794
8461479,1318421704,0,0.06,EURUSD,1.37801,1.3799,0,1318423387,1.3799,-0.31,0,8.22,"Forex Growth Bot[sl]",33801658
8463578,1318422618,0,0.06,EURUSD,1.37944,1.37987,0,1318423327,1.38007,-0.31,0,2.74,"Forex Growth Bot",33802467
8464626,1318423505,1,0.06,EURUSD,1.3794,0,0,1318423520,1.3794,-0.31,0,0,"Forex Growth Bot",33803041
8464663,1318423522,0,0.3,EURUSD,1.37937,0,0,1318423535,1.37921,-1.57,0,-3.48,"Forex Growth Bot",33803057
8506525,1318484709,1,0.06,EURUSD,1.37832,0,0,1318484728,1.37837,-0.31,0,-0.22,"Forex Growth Bot",33823648
8506538,1318484730,0,0.24,EURUSD,1.37837,0,0,1318490105,1.38023,-1.26,0,32.34,"Forex Growth Bot",33823654
8509813,1318490107,0,0.18,EURUSD,1.38028,0,0,1318491009,1.38065,-0.94,0,4.82,"from #33823654",33824510
8510331,1318491010,0,0.12,EURUSD,1.38071,1.3795,0,1318494315,1.37982,-0.63,0,-7.74,"from #33824510",33824773
8527395,1318507214,1,0.06,EURUSD,1.37375,0,0,1318508109,1.37513,-0.31,0,-6.02,"Forex Growth Bot",33833122
8526168,1318506312,1,0.06,EURUSD,1.37497,0,0,1318525205,1.37013,-0.31,0,21.2,"Forex Growth Bot",33832497
106389,EUR,1191.27,1191.27,1318541514,end
